night,speach_block,speaker,text
1,421,KLOBUCHAR,"My life and my career and my work and the Senate has been about economic opportunity. And to me, this means better childcare for everyone in this country. And when you want to have an economy that works, you need to have retirement that works. You need to have public schools that work, and you also need to make sure that that—those communities are able to get those jobs of the future, the stem jobs. In fact, Donald Trump, one of the first bills that he signed of the 34 he signed where I was the lead Democrat, okay, that’s a first up here, was one that was about that, making sure minority community members could share in those jobs. So to me, this is about a few things. It’s about an African-American woman that goes to a hospital in New Orleans, says her hands are swelling, and then doctor ignores her and her baby dies. It’s about the fact that African-American women make $0.61 for every dollar a white man makes. So in short, we need to one, and I will do this in my first 100 days as president, we will work to make sure everyone can vote at this table. Everyone can vote in this country"
1,422,MADDOW,That’s
1,423,KLOBUCHAR,"And we will also go to the next step of criminal justice reform. Senator Booker and I worked on that first step action, but we should go to the second step act, which is to help all our communities across the country."
1,424,MADDOW,"Senator, thank you very much. Thirty second follow-up to you, Secretary Castro. This is a 70 percent Latino city here in Miami. You are the only Latino Democrat who is running this year in the presidential race. Is that enough of an answer? What Senator Klobuchar is describing there, an economic justice agenda, is that enough to mobilize Latino voters to stand with the Democratic Party in a big way?"
1,425,CASTRO,"Well, I also think that we have to recognize racial and social justice. And you know, I was in Charleston not too long ago and I remembered that Dylan Roof went to the Mother Emmanuel AME church and he murdered nine people who were worshiping and then he was apprehended by police without incident. Well, what but what about Eric Garner and Tamir Rice and Laquan McDonald and Sandra Bland and Pamela Turner and Antonio Arset (SP)? I’m proud that I’m the only candidate so far that has put forward legislation that would reform our policing system in America and make sure that no matter the color of your skin is, that you are treated the same, including Latinos who are mistreated too often times by police."
1,426,MADDOW,"Secretary Castro, thank you."
1,427,TODD,"Let me go over to Lester Holt who’s got a question, I believe a viewer question."
1,428,HOLT,"And I’m over here, Chuck. Thanks"
1,429,TODD,Where are you here? All right.
1,430,HOLT,"We asked voters across the country to submit their questions to the candidates. Let me read one. This comes from John in New York who submitted this question. He asks does United States have a responsibility to protect in the case of genocide or crimes against humanity? Do we have a responsibility to intervene, to protect people threatened by their governments even when atrocities do not affect American core interests? I’d like to direct that question to Congressman O’Rourke."
1,431,O’ROURKE,"John, I appreciate the—the question. The answer is yes, but that action should always be undertaken with allies and partners and friends. When the United States presents a united front, we have a much better chance of achieving our foreign policy aims and preventing the kind of genocide to which you refer, the kind of genocide that we saw in Rwanda, the kind of genocide we want to stop doing forward. But unfortunately, under this administration, President Trump has alienated our allies and our friends and our alliances. He’s diminished our standing in the world and he’s made us weaker as a country, less able to confront challenges whether it’s Iran or North Korea or Vladimir Putin in Russia who attacked and invaded our democracy in 2016 and who President Trump has offered another invitation to do the same. He’s embraced strong men and dictators at the expense of the great democracies. As president, I will make sure that we live our values and our foreign policy. I will ensure that we strengthen those alliances and partnerships and friendships and meet any challenge that we face together. That makes America stronger."
1,432,DE BLASIO,But what about the war Powers act?
1,433,MADDOW,"Thank you, Congressman O’Rourke."
1,434,DEBLASIO,"What about the war powers act being a part of that equation with deep respect to the congressman? Look, we’ve learned painful lessons as Americans that we have gone to war without congressional authorization. Look this is very personal for me. I know the cost of war. My add served in the Pacific in World War II in the US Army, battle of Okinawa, had half his leg blown off and he came home with scars both physical and emotional and he did not recover. He spiraled downward and he ultimately took his own life. And that battle didn’t kill him but that war did. And look, even in the humanitarian crisis and I think we should be ready, congressman to intervene. God forbid there is a genocide. But not without congressional approval. Democrats and republicans both in the congress have not challenged presidents and have let them get away with running the military without the congressional approval. We learned a lesson in Vietnam. We seemed to have forgotten. The decision have to be made by the United States."
